vintage,y_old,y_new,error,abs_error,perc_error,impact_revisions,impact_releases,variance_so_far,params_used
2018-12-07,2.163536440120598,2.1227162946241878,1.0772837053758124,1.0772837053758124,0.3366511579299414,0.010107787819294334,-0.050927933315704846,0.00041657106958702263,prev
2018-12-14,2.1227162946241878,1.8832148282641181,1.316785171735882,1.316785171735882,0.41149536616746313,-0.02883417848920722,-0.21066728787086217,0.014340238097155893,prev
2018-12-21,1.8832148282641181,1.6505381494651516,1.5494618505348485,1.5494618505348485,0.4842068282921401,0.01742636408085052,-0.25010304287981633,0.013534609214229354,prev
2019-01-04,1.6657646177366239,1.8299911223960126,1.3700088776039876,1.3700088776039876,0.4281277742512461,0.023658164168159246,0.13714856105566645,0.006742586208160055,curr
2019-01-11,1.8299911223960126,1.7555330607771003,1.4444669392229,1.4444669392229,0.4513959185071562,0.014365240013455738,-0.0888233016323683,0.0013860007350114363,curr
2019-01-18,1.7555330607771003,1.945795953110261,1.254204046889739,1.254204046889739,0.39193876465304345,-0.010244970178650226,0.2005078625118118,0.00904999204974499,curr
2019-02-01,1.945795953110261,1.9685526518146899,1.2314473481853103,1.2314473481853103,0.38482729630790946,-0.08604066056131177,0.10879735926574088,0.00012946683398103737,curr
2019-02-08,1.9685526518146899,1.8184255743482753,1.3815744256517248,1.3815744256517248,0.43174200801616397,0.012039511556158233,-0.16216658902257391,0.0056345348471517065,curr
2019-02-15,1.8184255743482753,1.1544294417640142,2.045570558235986,2.045570558235986,0.6392407994487456,-0.05110874162169732,-0.6128873909625645,0.11022271602171393,curr
2019-02-22,1.1544294417640142,1.1290858148384642,2.070914185161536,2.070914185161536,0.64716068286298,0.012564008338175281,-0.037907635263724954,0.00016057485643536617,curr
2019-03-01,1.1290858148384642,1.1388305641520482,2.061169435847952,2.061169435847952,0.6441154487024849,-0.00363632395176694,0.013381073265350624,2.3740034796149177e-05,curr
2019-03-08,1.1388305641520482,1.3186315239576727,1.8813684760423275,1.8813684760423275,0.5879276487632273,-0.012751497767144793,0.1925524575727697,0.00808209628675595,curr
2019-03-15,1.3186315239576727,1.7232220101599254,1.4767779898400748,1.4767779898400748,0.46149312182502333,0.09939698738932412,0.3051934988129297,0.04092336538134381,curr
2019-03-22,1.7232220101599254,1.7985513405167441,1.401448659483256,1.401448659483256,0.4379527060885175,-0.0022323977015166196,0.0775617280583357,0.0014186270030016844,curr
2019-03-29,1.7985513405167441,1.4352009502743843,1.7647990497256159,1.7647990497256159,0.5514997030392549,-0.013651013284703861,-0.34969937695765685,0.033005876522318796,curr
2019-04-05,1.4352009502743843,1.5134526364534089,1.6865473635465913,1.6865473635465913,0.5270460511083097,0.07111706315457433,0.007134623024450315,0.0015308315974651358,curr
2019-04-12,1.5134526364534089,1.5597063363254628,1.6402936636745373,1.6402936636745373,0.5125917698982929,0.01370735728576622,0.0325463425862878,0.0005348511879635113,curr
2019-04-19,1.5597063363254628,1.4847524237107792,1.715247576289221,1.715247576289221,0.5360148675903815,-0.05929776646422913,-0.015656146150454485,0.0014045222540624081,curr
