vintage,y_old,y_new,error,abs_error,perc_error,impact_revisions,impact_releases,variance_so_far,params_used
2019-09-13,1.9931055275312095,1.7571834041818275,0.3428165958181726,0.3428165958181726,0.1632459980086536,-0.003224738764556756,-0.23269738458482567,0.013914812071420254,prev
2019-09-20,1.7571834041818275,2.0093684634630686,0.09063153653693146,0.09063153653693146,0.04315787454139593,0.012195673098152948,0.2399893861830883,0.015899326031170776,prev
2019-09-27,2.0093684634630686,1.9170448118284649,0.18295518817153522,0.18295518817153522,0.08712151817692153,0.015232061736664804,-0.10755571337126833,0.0021309141627869187,prev
2019-10-04,1.928084057680221,2.0751498795279653,0.02485012047203483,0.02485012047203483,0.011833390700968966,0.019087553574805627,0.12797826827293818,0.005407088988938116,curr
2019-10-11,2.0751498795279653,2.0274115767422294,0.0725884232577707,0.0725884232577707,0.03456591583703367,0.019327870860720076,-0.06706617364645551,0.0005697363882156495,curr
2019-10-18,2.0274115767422294,1.6138172501579002,0.48618274984209986,0.48618274984209986,0.23151559516290468,0.04116181564395571,-0.4547561422282872,0.04276506674568618,curr
2019-10-25,1.6138172501579002,1.5588738728180427,0.5411261271819574,0.5411261271819574,0.25767910818188444,-0.0009269024941747084,-0.054016474845682685,0.0007546936783774929,curr
2019-11-01,1.5588738728180427,1.5411896623754102,0.5588103376245899,0.5588103376245899,0.2661001607736142,0.03340033497052719,-0.05108454541316004,7.818282474482778e-05,curr
2019-11-08,1.5411896623754102,1.380902839018502,0.719097160981498,0.719097160981498,0.34242721951499905,0.0026012103135268916,-0.16288803367043542,0.006422966435462168,curr
2019-11-15,1.380902839018502,0.968489133840345,1.1315108661596551,1.1315108661596551,0.5388146981712644,0.005540433133079725,-0.4179541383112387,0.042521266054693974,curr
2019-11-22,0.968489133840345,1.1738305896258132,0.9261694103741869,0.9261694103741869,0.4410330525591366,0.005298909705752974,0.20004254607971533,0.010541278366023853,curr
2019-11-29,1.1738305896258132,1.2276499812995119,0.8723500187004882,0.8723500187004882,0.4154047708097563,0.04004885283294746,0.013770538840751814,0.0007241317300317458,curr
2019-12-06,1.2276499812995119,1.2701086223039284,0.8298913776960717,0.8298913776960717,0.3951863703314627,0.005385289253668768,0.03707335175074781,0.0004506840489854804,curr
2019-12-13,1.2701086223039284,1.3850961767929688,0.7149038232070313,0.7149038232070313,0.34043039200334824,0.0010836945626886418,0.11390385992635235,0.0033055344218425094,curr
2019-12-20,1.3850961767929688,1.7637318609130141,0.33626813908698594,0.33626813908698594,0.1601276852795171,-0.0009582592214605334,0.3795939433415064,0.03584124532226369,curr
2019-12-27,1.7637318609130141,1.689471996578629,0.4105280034213712,0.4105280034213712,0.19548952543874817,-0.033583650648816965,-0.04067621368556836,0.0013786318627403257,curr
2020-01-03,1.689471996578629,1.7426407141355318,0.3573592858644683,0.3573592858644683,0.17017108850688967,0.030230944831382,0.022658620385815512,0.0007067281316614283,curr
2020-01-10,1.7426407141355318,1.6992830457194363,0.40071695428056375,0.40071695428056375,0.19081759727645892,0.008964646573237811,-0.052322314989333166,0.0004699718526200203,curr
2020-01-17,1.6992830457194363,1.7728038272786792,0.32719617272132084,0.32719617272132084,0.15580770129586707,0.048240539063661325,0.025280242495583326,0.001351326330270478,curr
