vintage,y_old,y_new,error,abs_error,perc_error,impact_revisions,impact_releases,variance_so_far,params_used
2022-03-11,3.2957353803490688,3.9577434854426596,-4.8577434854426595,4.8577434854426595,5.397492761602955,-0.014556394753979518,0.6765644998475675,0.10956368280240171,prev
2022-03-18,3.9577434854426596,3.489230769447275,-4.389230769447275,4.389230769447275,4.876923077163639,-0.000790671121498665,-0.4677220448738812,0.05487604126234302,prev
2022-03-25,3.489230769447275,3.410980739663834,-4.310980739663834,4.310980739663834,4.789978599626482,0.011052108152156848,-0.08930213793559962,0.0015307667902773412,prev
2022-04-01,3.680733773628834,3.4029686294868986,-4.302968629486899,4.302968629486899,4.781076254985443,0.005093953564980325,-0.2828590977069174,0.019288368825047527,curr
2022-04-08,3.4029686294868986,3.3469967868973285,-4.246996786897329,4.246996786897329,4.718885318774809,-0.013036393808307345,-0.042935448781259156,0.0007832117907179036,curr
2022-04-15,3.3469967868973285,8.851069683282834,-9.751069683282834,9.751069683282834,10.83452187031426,0.2430208056374088,5.261052090748125,7.573704612181381,curr
2022-04-22,8.851069683282834,7.577879840414846,-8.477879840414847,8.477879840414847,9.419866489349829,0.0014331895804495787,-1.2746230324484344,0.40525309399555254,curr
2022-04-29,7.577879840414846,7.824433797854816,-8.724433797854816,8.724433797854816,9.693815330949796,0.07039395372079937,0.17616000371917245,0.01519721348232758,curr
2022-05-06,7.824433797854816,6.653642470483986,-7.553642470483986,7.553642470483986,8.39293607831554,0.004039981949595983,-1.1748313093204572,0.34268808306168774,curr
2022-05-13,6.653642470483986,5.765426492152157,-6.665426492152157,6.665426492152157,7.406029435724619,-0.032305775054521035,-0.8559102032773057,0.19723190604099186,curr
2022-05-20,5.765426492152157,4.576858860866636,-5.476858860866637,5.476858860866637,6.0853987342962625,-0.06646438498225749,-1.1221032463032619,0.35317325353491835,curr
2022-05-27,4.576858860866636,4.316774722995589,-5.21677472299559,5.21677472299559,5.796416358883988,0.04985035214661604,-0.3099344900176631,0.016910939693031448,curr
2022-06-03,4.316774722995589,4.9561032040222806,-5.856103204022281,5.856103204022281,6.5067813378025345,-0.024864468689560937,0.6641929497162473,0.10218522666297408,curr
2022-06-10,4.9561032040222806,6.379961896574288,-7.279961896574289,7.279961896574289,8.08884655174921,-0.03859815564308278,1.4624568481951,0.5068433940889783,curr
2022-06-17,6.379961896574288,5.837270255603183,-6.737270255603184,6.737270255603184,7.485855839559092,-0.011575981384115863,-0.5311156595870005,0.07362855429497771,curr
2022-07-01,5.837270255603183,5.58165606781283,-6.48165606781283,6.48165606781283,7.201840075347588,-0.4151602297039716,0.15954604191362154,0.016334653249930525,curr
2022-07-08,5.58165606781283,5.522463519406671,-6.422463519406671,6.422463519406671,7.136070577118523,-0.021127364767393075,-0.03806518363876246,0.0008759394467038709,curr
2022-07-15,5.522463519406671,4.659037297443321,-5.5590372974433215,5.5590372974433215,6.176708108270357,-0.6620736099966553,-0.2013526119666892,0.18637621019347583,curr
2022-07-22,4.659037297443321,4.624999340325317,-5.5249993403253175,5.5249993403253175,6.138888155917019,0.0194903634053194,-0.05352832052332182,0.0002896456311917708,curr
